session_id,user_type,entry_page,pages_viewed,time_on_site_sec,device_type,geo_region,referral_source,used_calculator,started_application,completed_application,bounced,dropoff_stage,loan_purpose,propensity_score,zip_code,credit_score,debt,income
session_892,Returning,Contact,2,853,Desktop,South,Google,True,True,False,False,review,Purchase,0.87,32202,652,1765.0,77944.0
session_893,Returning,Calculator,3,627,Mobile,South,Other,True,True,False,True,submit,Purchase,0.04,30301,787,1929.0,111269.0
session_894,Returning,Home,7,513,Tablet,Midwest,Other,False,False,False,True,submit,Home Equity,0.61,33601,746,1438.0,55927.0
session_895,New,Learn,4,408,Desktop,Midwest,Email,True,True,False,True,calculator,Purchase,0.63,37201,688,1801.0,76065.0
session_896,New,Learn,5,485,Desktop,Northeast,Direct,True,True,False,True,review,Purchase,0.74,37201,756,1277.0,108825.0
session_897,Returning,Learn,6,37,Desktop,Midwest,Email,True,True,False,False,none,Other,0.69,29401,644,2527.0,77503.0
session_898,Returning,Rates,11,347,Mobile,West,Direct,True,True,False,True,calculator,Purchase,0.88,33601,658,1094.0,96510.0
session_899,New,Rates,7,363,Tablet,West,Email,False,False,False,True,none,Other,0.08,29401,669,2553.0,81511.0
session_900,Returning,Rates,7,259,Desktop,West,Other,True,True,False,True,none,Purchase,0.39,33601,673,1517.0,91420.0
session_901,New,Learn,8,693,Tablet,South,Facebook,True,True,True,True,none,Home Equity,0.78,30301,647,812.0,79288.0
session_902,New,Home,5,537,Desktop,Midwest,Other,False,True,False,False,none,Purchase,0.85,32202,761,2184.0,101677.0
session_903,Returning,Learn,11,819,Tablet,Midwest,Other,False,False,True,True,review,Purchase,0.26,75201,687,1563.0,46374.0
session_904,Returning,Home,7,556,Mobile,Northeast,Google,True,False,False,False,submit,Home Equity,0.59,70112,717,1926.0,75917.0
session_905,New,Rates,3,504,Mobile,South,Other,False,True,False,False,submit,Purchase,0.18,33601,671,2112.0,92414.0
session_906,Returning,Calculator,6,435,Tablet,South,Other,False,True,True,False,review,Refinance,0.85,32202,608,1669.0,98342.0
session_907,New,Rates,3,316,Tablet,South,Other,True,False,True,False,submit,Purchase,0.73,75201,713,1204.0,122324.0
session_908,New,Contact,4,789,Mobile,West,Google,True,True,False,True,calculator,Purchase,0.22,38103,604,1988.0,75224.0
session_909,New,Home,5,796,Tablet,South,Direct,True,True,True,False,none,Other,0.62,30301,696,1500.0,121987.0
session_910,Returning,Calculator,11,475,Tablet,Midwest,Google,True,True,True,False,none,Other,0.51,29401,631,1843.0,68524.0
session_911,Returning,Rates,5,372,Tablet,Northeast,Facebook,True,True,True,False,none,Refinance,0.26,29401,799,423.0,118216.0
session_912,Returning,Calculator,3,354,Desktop,Midwest,Direct,False,False,False,False,start_app,Home Equity,0.89,37201,745,1723.0,105437.0
session_913,New,Learn,5,196,Tablet,South,Google,True,False,True,False,calculator,Purchase,0.15,75201,705,1181.0,62164.0
session_914,New,Home,7,622,Desktop,Northeast,Facebook,False,False,True,True,start_app,Other,0.47,38103,763,2327.0,92676.0
session_915,New,Contact,9,325,Mobile,West,Facebook,False,False,True,True,review,Refinance,0.58,32202,657,1812.0,83719.0
session_916,New,Learn,11,610,Mobile,Northeast,Email,False,True,False,False,start_app,Home Equity,0.82,30301,727,1620.0,100640.0
session_917,Returning,Calculator,5,212,Mobile,South,Email,True,True,False,False,submit,Other,0.15,75201,709,1743.0,79418.0
session_918,Returning,Rates,7,868,Tablet,South,Other,False,False,True,True,submit,Home Equity,0.61,38103,713,1001.0,77319.0
session_919,Returning,Home,3,605,Mobile,Northeast,Direct,True,False,True,False,calculator,Refinance,0.01,70112,763,2312.0,119227.0
session_920,New,Contact,5,805,Desktop,South,Google,True,True,True,True,start_app,Home Equity,0.82,33601,736,2496.0,82532.0
session_921,New,Rates,3,868,Desktop,South,Other,True,True,False,False,start_app,Home Equity,0.23,29401,714,1696.0,105661.0
session_922,Returning,Contact,7,115,Tablet,South,Direct,False,True,True,False,none,Refinance,0.72,32202,617,2295.0,79366.0
session_923,New,Home,7,585,Desktop,South,Email,False,True,True,True,calculator,Home Equity,0.6,29401,651,1215.0,126667.0
session_924,Returning,Calculator,6,835,Desktop,Northeast,Google,False,True,True,False,none,Refinance,0.05,32202,693,1101.0,68042.0
session_925,New,Contact,7,178,Mobile,Northeast,Facebook,True,False,True,False,calculator,Home Equity,0.18,37201,704,1520.0,69646.0
session_926,New,Home,4,801,Desktop,Midwest,Facebook,False,True,True,True,calculator,Other,0.27,32202,643,1717.0,123113.0
session_927,New,Contact,3,852,Mobile,West,Other,False,True,True,False,start_app,Other,0.89,29401,820,1303.0,73876.0
session_928,New,Rates,6,890,Mobile,West,Other,True,False,False,True,none,Other,0.48,32202,775,1769.0,125027.0
session_929,New,Contact,1,88,Desktop,Midwest,Google,True,True,False,False,review,Other,0.91,70112,730,1653.0,107296.0
session_930,Returning,Rates,2,635,Desktop,Northeast,Facebook,True,True,False,True,none,Refinance,0.05,37201,703,1001.0,81134.0
session_931,Returning,Rates,5,864,Tablet,Midwest,Other,False,True,True,False,review,Home Equity,0.01,32202,689,1759.0,39668.0
session_932,Returning,Home,6,34,Tablet,South,Facebook,True,False,False,True,submit,Refinance,0.95,75201,652,1932.0,84517.0
session_933,New,Learn,4,112,Desktop,South,Email,False,True,False,True,calculator,Purchase,0.72,73301,703,1586.0,87541.0
session_934,Returning,Contact,4,869,Mobile,West,Other,True,True,True,True,none,Home Equity,0.78,38103,712,2076.0,114180.0
session_935,Returning,Calculator,9,412,Mobile,Northeast,Direct,False,True,True,False,calculator,Refinance,0.92,73301,637,891.0,124711.0
session_936,New,Rates,9,578,Tablet,West,Other,False,True,True,False,none,Home Equity,0.98,73301,716,1734.0,67875.0
session_937,New,Learn,2,508,Mobile,Midwest,Email,False,False,True,True,submit,Home Equity,0.1,30301,692,915.0,105030.0
session_938,Returning,Rates,6,56,Tablet,West,Google,False,True,False,False,none,Purchase,0.16,70112,604,943.0,104135.0
session_939,Returning,Learn,8,554,Mobile,West,Facebook,True,True,True,True,submit,Other,0.19,75201,656,1185.0,111835.0
session_940,Returning,Learn,7,606,Desktop,South,Google,False,True,False,False,calculator,Home Equity,0.82,33601,679,1029.0,97467.0
session_941,Returning,Calculator,6,443,Desktop,West,Other,False,True,True,True,start_app,Home Equity,0.36,32202,794,1226.0,36438.0
session_942,Returning,Learn,5,744,Mobile,Midwest,Direct,True,False,True,False,review,Purchase,0.59,38103,727,1393.0,81114.0
session_943,New,Calculator,4,209,Tablet,Northeast,Google,True,False,False,False,calculator,Refinance,0.86,37201,633,1919.0,56107.0
session_944,Returning,Home,7,838,Desktop,West,Direct,True,True,False,False,start_app,Other,0.68,75201,724,1339.0,79935.0
session_945,Returning,Rates,8,493,Tablet,Northeast,Other,False,True,False,False,calculator,Refinance,0.07,29401,622,707.0,109500.0
session_946,Returning,Calculator,3,812,Desktop,Midwest,Direct,False,False,False,False,calculator,Refinance,0.45,33601,754,2070.0,92629.0
session_947,Returning,Rates,2,556,Mobile,West,Direct,True,False,False,False,none,Refinance,0.07,30301,676,1081.0,113702.0
session_948,Returning,Contact,3,30,Desktop,Northeast,Email,True,True,True,False,submit,Other,0.48,30301,695,1471.0,93544.0
session_949,Returning,Home,6,300,Mobile,South,Google,True,False,True,False,submit,Refinance,0.22,75201,766,1723.0,52542.0
session_950,New,Contact,8,513,Tablet,South,Other,False,True,False,True,none,Refinance,0.0,73301,635,1600.0,30000.0
session_951,New,Contact,8,77,Desktop,Midwest,Email,False,False,True,True,none,Other,0.81,29401,630,2047.0,88720.0
session_952,New,Learn,5,723,Tablet,West,Direct,True,True,True,True,calculator,Other,0.97,30301,670,1740.0,79652.0
session_953,Returning,Learn,4,212,Tablet,Midwest,Email,False,False,True,False,submit,Purchase,0.96,38103,751,1069.0,60576.0
session_954,Returning,Contact,4,869,Mobile,Northeast,Email,False,True,True,False,calculator,Refinance,0.3,30301,624,2589.0,42484.0
session_955,New,Learn,3,402,Tablet,Northeast,Direct,True,True,False,True,start_app,Purchase,0.83,37201,558,1597.0,66631.0
session_956,Returning,Rates,6,755,Desktop,Midwest,Other,False,False,True,True,start_app,Home Equity,0.68,32202,677,1426.0,80138.0
session_957,Returning,Learn,10,568,Mobile,Northeast,Facebook,False,False,False,True,none,Purchase,0.8,30301,727,1982.0,101647.0
session_958,Returning,Contact,10,536,Mobile,Midwest,Email,True,False,False,True,submit,Purchase,0.85,37201,760,1625.0,89716.0
session_959,New,Learn,4,767,Mobile,Midwest,Google,True,True,False,True,start_app,Purchase,0.98,75201,676,1700.0,125202.0
session_960,New,Learn,4,699,Tablet,South,Direct,True,False,False,True,submit,Purchase,0.15,75201,679,2746.0,59110.0
session_961,New,Calculator,5,535,Desktop,Northeast,Facebook,True,False,False,True,submit,Refinance,0.77,33601,757,1362.0,107026.0
session_962,Returning,Calculator,3,601,Desktop,Midwest,Email,True,True,False,True,review,Home Equity,0.73,30301,606,1341.0,86182.0
session_963,New,Contact,5,95,Desktop,South,Direct,False,True,True,True,start_app,Home Equity,0.29,38103,680,1558.0,102367.0
session_964,New,Rates,6,715,Mobile,Midwest,Direct,False,False,True,True,start_app,Other,0.39,30301,709,2036.0,74087.0
session_965,New,Home,4,81,Mobile,Northeast,Email,False,True,False,False,calculator,Home Equity,0.18,38103,722,747.0,111792.0
session_966,Returning,Home,4,499,Desktop,South,Google,True,False,False,False,calculator,Purchase,0.91,70112,674,517.0,92381.0
session_967,New,Contact,5,272,Tablet,Northeast,Direct,True,True,False,False,submit,Other,0.88,33601,701,1206.0,68014.0
session_968,New,Rates,4,366,Mobile,West,Direct,False,True,False,True,none,Purchase,0.61,70112,575,683.0,84699.0
session_969,Returning,Rates,4,832,Desktop,West,Email,False,False,False,True,calculator,Refinance,0.51,30301,667,1288.0,79011.0
session_970,New,Rates,5,785,Tablet,West,Facebook,True,False,False,False,calculator,Refinance,0.23,33601,722,1751.0,97229.0
session_971,Returning,Calculator,4,150,Mobile,West,Direct,True,True,True,False,submit,Home Equity,0.79,70112,650,1055.0,55506.0
session_972,Returning,Contact,2,583,Mobile,South,Direct,False,False,True,True,start_app,Purchase,0.01,73301,702,787.0,84266.0
session_973,New,Home,4,725,Mobile,Northeast,Email,False,False,True,False,calculator,Purchase,0.46,30301,722,1535.0,94883.0
session_974,New,Rates,2,74,Desktop,Midwest,Direct,False,False,True,False,none,Purchase,0.86,70112,682,1931.0,85826.0
session_975,New,Contact,5,81,Mobile,Midwest,Email,True,False,True,False,submit,Other,0.62,73301,708,653.0,118674.0
session_976,Returning,Home,10,180,Mobile,Midwest,Google,False,False,False,False,start_app,Other,0.64,73301,651,1910.0,104351.0
session_977,New,Calculator,1,442,Tablet,Northeast,Email,False,False,True,False,review,Other,0.07,75201,689,1909.0,84813.0
session_978,New,Learn,4,570,Desktop,South,Facebook,True,True,False,False,none,Home Equity,0.29,30301,730,1977.0,90417.0
session_979,New,Home,2,598,Tablet,Northeast,Direct,False,False,True,False,start_app,Home Equity,0.67,73301,707,2109.0,92392.0
session_980,Returning,Home,4,527,Mobile,West,Google,True,False,True,False,submit,Purchase,0.05,75201,670,2601.0,95082.0
session_981,Returning,Home,2,816,Desktop,Midwest,Direct,False,False,False,False,review,Purchase,0.33,70112,711,1322.0,39359.0
session_982,Returning,Learn,3,238,Desktop,Northeast,Direct,True,False,False,True,none,Home Equity,0.35,37201,735,1555.0,77462.0
session_983,New,Rates,8,37,Mobile,West,Email,True,True,True,False,calculator,Other,0.5,30301,597,1292.0,47889.0
session_984,New,Learn,5,420,Desktop,West,Direct,True,True,True,True,calculator,Other,0.36,33601,757,1501.0,116957.0
session_985,Returning,Home,2,276,Desktop,South,Google,True,False,False,True,none,Other,0.45,38103,683,2266.0,83479.0
session_986,New,Calculator,4,424,Tablet,Midwest,Other,True,False,True,True,calculator,Other,0.55,38103,721,827.0,80166.0
session_987,New,Home,3,736,Desktop,Northeast,Direct,False,True,False,False,submit,Other,0.13,70112,759,1069.0,107420.0
session_988,Returning,Calculator,7,863,Desktop,West,Email,True,False,True,False,none,Home Equity,0.18,70112,631,2189.0,95558.0
session_989,Returning,Contact,10,368,Tablet,West,Facebook,False,False,False,False,none,Refinance,0.83,73301,664,2010.0,56784.0
session_990,Returning,Calculator,7,441,Mobile,Midwest,Direct,True,True,False,False,calculator,Refinance,0.46,30301,685,1318.0,83227.0
session_991,New,Home,6,569,Tablet,Northeast,Email,False,False,False,False,none,Refinance,0.36,38103,660,1927.0,76621.0
session_992,New,Learn,1,374,Mobile,Northeast,Direct,False,False,True,False,review,Purchase,0.43,38103,786,1671.0,41387.0
session_993,New,Home,4,872,Mobile,Midwest,Other,False,True,False,False,none,Purchase,0.17,73301,657,2250.0,67743.0
session_994,Returning,Home,4,325,Mobile,West,Other,True,False,True,False,calculator,Other,0.24,38103,672,1537.0,80411.0
session_995,Returning,Contact,8,264,Tablet,South,Google,False,False,True,False,calculator,Purchase,0.52,33601,710,2013.0,82126.0
session_996,New,Rates,8,671,Mobile,Midwest,Other,False,True,True,True,calculator,Home Equity,0.36,30301,639,2821.0,47944.0
session_997,Returning,Home,4,617,Tablet,West,Email,True,True,False,False,calculator,Refinance,0.48,32202,680,1799.0,113792.0
session_998,Returning,Contact,3,474,Tablet,South,Other,False,True,True,False,submit,Home Equity,0.15,38103,715,1525.0,82447.0
session_999,New,Learn,6,262,Mobile,Midwest,Email,False,False,False,False,calculator,Home Equity,0.16,70112,683,1861.0,85939.0
session_1000,Returning,Contact,2,771,Mobile,Midwest,Direct,True,True,False,True,review,Home Equity,0.38,33601,695,1317.0,95016.0
session_1001,New,Contact,2,873,Tablet,West,Google,True,False,True,False,none,Other,0.38,38103,673,2694.0,65298.0
session_1002,Returning,Calculator,4,892,Tablet,Midwest,Google,True,False,False,False,start_app,Other,0.88,33601,624,1590.0,96409.0
session_1003,New,Rates,4,339,Mobile,Northeast,Other,True,True,False,True,start_app,Other,0.03,75201,716,1364.0,75823.0
session_1004,Returning,Rates,9,730,Mobile,Northeast,Facebook,False,False,False,False,submit,Purchase,0.99,32202,787,1082.0,62585.0
session_1005,New,Learn,5,507,Mobile,South,Other,False,False,True,True,start_app,Other,0.96,29401,700,2049.0,99336.0
session_1006,Returning,Contact,7,543,Tablet,Midwest,Facebook,True,True,False,True,calculator,Purchase,0.54,70112,711,1934.0,122292.0
session_1007,Returning,Learn,5,365,Tablet,Northeast,Other,False,True,False,False,start_app,Home Equity,0.72,70112,734,1251.0,103121.0
session_1008,Returning,Learn,2,606,Tablet,West,Email,False,False,True,False,review,Refinance,0.94,30301,636,1788.0,108074.0
session_1009,Returning,Rates,7,81,Mobile,West,Email,True,False,False,True,calculator,Other,0.25,33601,785,746.0,71984.0
session_1010,Returning,Rates,3,575,Desktop,West,Facebook,False,False,False,False,start_app,Purchase,0.32,73301,710,1592.0,45060.0
session_1011,New,Rates,9,330,Desktop,Northeast,Google,False,False,False,True,calculator,Purchase,0.11,70112,781,1726.0,122253.0
session_1012,New,Home,6,781,Desktop,Midwest,Facebook,True,True,True,False,submit,Other,0.56,33601,663,2354.0,136363.0
session_1013,New,Contact,4,670,Desktop,Midwest,Direct,False,False,False,True,review,Other,0.16,33601,790,1115.0,123570.0
session_1014,Returning,Learn,5,272,Desktop,Midwest,Google,True,False,False,False,none,Home Equity,0.93,37201,738,861.0,76605.0
session_1015,New,Contact,3,385,Tablet,South,Facebook,False,False,True,True,calculator,Purchase,0.43,37201,727,1052.0,56134.0
session_1016,Returning,Learn,3,849,Mobile,Midwest,Direct,False,True,False,True,review,Refinance,0.92,29401,711,832.0,58358.0
session_1017,Returning,Learn,6,864,Mobile,Northeast,Direct,True,True,False,True,submit,Home Equity,0.21,75201,687,2168.0,42907.0
session_1018,New,Learn,2,639,Mobile,Northeast,Other,False,True,False,False,submit,Purchase,0.69,29401,760,2274.0,82316.0
session_1019,New,Learn,7,617,Mobile,Midwest,Facebook,True,False,False,True,review,Home Equity,0.65,38103,707,1660.0,125142.0
session_1020,Returning,Calculator,9,853,Mobile,West,Email,True,False,True,False,start_app,Home Equity,0.4,73301,601,2111.0,81458.0
session_1021,Returning,Calculator,4,471,Desktop,South,Other,True,False,True,False,review,Other,0.9,38103,644,1567.0,92558.0
session_1022,New,Home,5,760,Mobile,South,Google,False,False,True,True,start_app,Refinance,0.43,38103,690,1452.0,119390.0
session_1023,New,Rates,1,847,Mobile,Northeast,Email,False,False,False,True,start_app,Refinance,0.2,30301,715,1333.0,74898.0
session_1024,Returning,Learn,8,642,Desktop,South,Direct,True,False,False,False,review,Purchase,0.98,38103,697,1345.0,135888.0
session_1025,Returning,Contact,2,148,Mobile,West,Google,True,False,False,True,submit,Home Equity,0.44,29401,760,726.0,134802.0
session_1026,New,Calculator,5,438,Desktop,Midwest,Other,True,False,False,True,none,Other,0.21,70112,602,1632.0,81722.0
session_1027,Returning,Rates,5,681,Desktop,South,Direct,False,True,True,False,none,Purchase,0.36,70112,707,1480.0,70562.0
session_1028,Returning,Home,5,400,Tablet,South,Direct,True,True,True,True,review,Purchase,0.61,37201,609,1873.0,102431.0
session_1029,New,Rates,12,766,Mobile,Northeast,Direct,False,True,False,False,calculator,Purchase,0.51,73301,737,1547.0,76312.0
session_1030,New,Learn,2,796,Mobile,West,Email,True,False,True,True,review,Refinance,0.64,73301,695,1419.0,56086.0
session_1031,Returning,Rates,2,102,Mobile,Northeast,Other,False,True,True,True,none,Home Equity,0.66,30301,720,1064.0,117031.0
session_1032,Returning,Learn,6,478,Desktop,Northeast,Other,False,True,True,False,review,Home Equity,0.12,29401,656,1536.0,115411.0
